"lemma"	"id"	"def"	"pl"
"pracaṇḍa"	"151229"	"excessively violent ; impetuous ; furious ; fierce ; passionate ; terrible ; direful ; formidable ; great ; large ; hot ; burning ; sharp"	"X"
"anutap"	"157750"	"to heat ; to vex ; to annoy ; to suffer afterwards ; to repent ; to desiderate ; to miss"	"X"
"abda"	"21974"	"a year ; cloud ; the grass Cyperus rotundus Linn. ; name of a mountain ; Cyperus tuberosus Rottl. ; Cyperus hexastachyus Nees. ; = mustā"	"X"
"āvaśyaka"	"62416"	"necessity ; inevitable act or conclusion ; religious duty ; a call of nature"	"X"
"dvijavara"	"91303"	""	"X"
"durmara"	"85647"	"a hard death"	"X"
"nāgapura"	"33075"	"name of a town ; = Hastināpura"	"X"
"hāstinapura"	"109725"	""	"X"
"kṣitipati"	"134563"	"a king"	"X"
"agṛhīta"	"170216"	"not taken ; not understood"	"X"
"kaṇva"	"1243"	"name of a renowned Rṣi ; the family or descendants of Kaṇva ; several authors ; peculiar class of evil spirits ; name of a son of Apratiratha"	"X"
"astravat"	"200871"	"possessing a weapon"	"X"
"naukā"	"14402"	"a small boat or ship ; the rook or castle (in the game Catur-aṅga) ; name of several Comms"	"X"
"abhāvin"	"22069"	"what is not to be or will not be ; not destined to be"	"X"
"aprāpti"	"21824"	"non-attainment ; non-acquisition"	"X"
"yathecchaka"	"177054"	""	"X"
"pracar"	"162383"	"to proceed towards ; to go or come to ; to arrive at (acc.) ; to come forth ; to appear ; to roam ; to wander ; to circulate ; to be or become current (as a story) ; to set about ; to perform ; to discharge (esp. sacred functions) ; to be active or busy ; to be occupied or engaged in ; to proceed ; to behave ; to act in peculiar manner ; to come off ; to take place"	"X"
"draviṇa"	"90436"	"movable property (as opp. to house and field) ; substance ; goods ; wealth ; money ; essence ; substantiality ; strength ; power ; name of a Sāman"	"X"
"śīlavat"	"126222"	"possessed of a good disposition or character ; wellconducted ; moral ; having the custom or practice of"	"X"
"niḥsaṃjña"	"33944"	"senseless ; unconscious"	"X"
"kadala"	"1464"	"plantain or banana tree ; Musa sapientum Linn."	"X"
"prajñācakṣus"	"151316"	"name of the blind king Dhṛtarāṣṭra"	"X"
"tyaja"	"216440"	"(ifc.) giving up"	"X"
"titīrṣu"	"82199"	"desirous of crossing (with acc. or ifc.) ; desirous of final emancipation"	"X"
"nasukara"	"43465"	"difficult ; not easy to be done"	"X"
"bāhuśālin"	"148877"	"name of Śiva ; name of a Dānava ; name of a warrior ; name of a son of Dhṛtarāṣṭra ; name of Bhīma ; name of a prince"	"X"
"vīryavattara"	"199063"	"rather heroic"	"X"
"śreṇi"	"40909"	"a line ; row ; range ; series ; succession ; troop ; flock ; multitude ; number ; a swarm (of bees) ; a company of artisans following the same business ; a guild or association of traders dealing in the same articles ; a bucket ; wateringpot ; the fore or upper part of anything ; Sanseviera Roxburghiana"	"X"
"saṃparākram"	"216449"	""	"X"
"oghavant"	"40056"	"name of a king"	"X"
"māvellaka"	"79592"	"name of a people"	"X"
"sāvitrīputra"	"113370"	"name of a warrior tribe"	"X"
"kāñcala"	"216448"	"name of a people"	"X"
"mura"	"137445"	"name of a Daitya slain by Kṛṣṇa"	"X"
"citrayodhin"	"51543"	"Arjuna ; Terminalia Arjuna ; a quail"	"X"
"citradharman"	"51483"	"name of a prince (identified with the Asura Virūpākṣa)"	"X"
"suketu"	"106764"	"name of various kings ; name of a king of the Yakṣas"	"X"
"madirāśva"	"35360"	"name of a Rājarṣi and of a king"	"X"
"sūryadatta"	"99345"	"name of various men"	"X"
"kṛtimant"	"3723"	"name of a prince"	"X"
"duṣprakampya"	"85946"	"difficult to be shaken or agitated ; immovable"	"X"
"svasreya"	"121754"	"= prec"	"X"
"nadīja"	"43875"	"patr. of Bhīṣma ; Terminalia Arjuna ; Barringtonia Acutangula ; Lablab Vulgaris ; a species of reed = yāvanālaśara ; antimony ; a kind of mākṣika found at the Tāpī river ; a lotus ; [min.] = srotoñjana"	"X"
"satyasena"	"16809"	"name of various men"	"X"
"hrīniṣedha"	"210253"	"name of a man"	"X"
"kaitavya"	"4729"	"patr. of Ulūka"	"X"
"hayin"	"108595"	"a horseman ; rider"	"X"
"prayāyin"	"154562"	"going forwards ; marching ; driving ; riding"	"X"
"citrāṅgada"	"51613"	"name of a king ; name of a son of Śāntanu ; name of a Gandharva; person of the play Dūtāṅgada ; name of a Vidyādhara ; name of a divine recorder of men's deeds ; the secretary of a man of rank"	"X"
"abhipatti"	"22339"	"seizing ; giving oneself up to ..."	"X"
"vyāmoha"	"121138"	"loss of consciousness ; mental confusion ; bewilderment ; embarrassment ; error or uncertainty regarding"	"X"
"jagatīpati"	"52932"	"a king"	"X"
"sammohana"	"103942"	"deluding ; infatuating ; leading astray ; a kind of mythical weapon ; name of a Tantric text"	"X"
"paryasana"	"20096"	"throwing or tossing about ; casting ; sending ; putting off or away"	"X"
"prapatana"	"140635"	"flying forth or away ; flying or falling down ; falling from (abl. or comp.) or into ; a steep rock ; precipice ; death ; destruction"	"X"
"saṃśoṣaṇa"	"8211"	"drying up"	"X"
"adhiratha"	"9513"	"a charioteer ; name of a son of Satyakarman"	"X"
"kīcaka"	"23559"	"name of a people (a tribe of the Kekayas) ; a hollow bamboo ; name of a general of king Virāṭa"	"X"
"tarala"	"96686"	"a wave ; the central gem of a necklace ; a necklace ; a ruby ; iron ; the thorn-apple ; name of a poet ; name of a people"	"X"
"ṛṣika"	"39087"	"a Ṛṣi of lower degree ; name of the king of the Ṛṣikas ; name of a people"	"X"
"dṛḍhatara"	"86293"	"firmer ; harder"	"X"
"kaṣṭa"	"13033"	"a bad state of things ; evil ; wrong ; pain ; suffering ; misery ; wretchedness ; trouble ; difficulty ; bodily exertion ; strain ; labour ; toil ; fatigue ; weariness ; hardship ; uneasiness ; inquietude (mental or bodily)"	"X"
"paryavasthāpay"	"162265"	"to comfort ; to encourage"	"X"
"vipluka"	"216464"	"boatless (?)"	"X"
"mumūrṣā"	"136617"	"desire of death ; impatience of life"	"X"
"vajrasāra"	"68065"	"a diamond"	"X"
"daśā"	"146520"	"a wick ; state or condition of life ; period of life ; condition ; circumstances ; the fate of men as depending on the position of the planets ; aspect or position of the planets (at birth etc.) ; the mind ; the fringe of a garment ; loose ends of any piece of cloth ; skirt"	"X"
"paṅgu"	"14712"	"lame ; crippled ; name of those elements of the body which are themselves without motion (but are moved by the wind)"	"X"
"daridra"	"146396"	"poor ; needy ; deprived of (instr)"	"X"
"kāmita"	"14005"	"a wish ; desire ; longing"	"X"
"ākūta"	"61817"	"intention ; purpose ; wish ; incitement to activity"	"X"
"pipluka"	"216465"	"[typo (?)]"	"X"
"abhigrah"	"158604"	"to take hold of ; to take up (from the soil) ; to accept ; to receive ; to set (as a blossom) ; to lay together ; to fold (the hands)"	"X"
"akurvat"	"167372"	"not performing"	"X"
"kumāraka"	"24543"	"a little boy ; boy ; youth ; the pupil of the eye ; name of a Nāga ; the plant Capparis trifoliata ; [alchemy] = kumārabandha"	"X"
"draupadin"	"216582"	""	"X"
"śikṣ"	"169617"	"to learn ; to be helpful ; zu verschaffen suchen ; zu n￼tzen suchen ; etwas zudenken ; jemandem dienen ; zu gewinnen suchen"	"X"
"raṃhas"	"65390"	"name of Śiva (Vehemence personified)"	"X"
"upahas"	"160655"	"to laugh at ; to deride ; to ridicule ; to smile"	"X"
"nirṇaś"	"216581"	"to get lost"	"X"
"nāśana"	"216580"	"death ; destruction ; disappearance"	"X"
"dhāvay"	"157783"	"to wash ; [to make run]"	"X"
"upadhāv"	"160407"	"to run ; to soar ; to have recourse to for assistance"	"X"
"aneya"	"212778"	"intractable"	"X"
"pratyāhāra"	"140235"	"drawing back (troops from a battle) ; retreat ; withdrawal (esp. of the senses from external objects) ; abstraction ; withdrawing (of created things) ; re-absorption or dissolution of the world ; (in gram.) the comprehension of a series of letters or roots etc. into one syllable by combining for shortness the first member with the Anubandha (s.v.) of the last member ; a group of letters etc. so combined (as ac or hal in the Śivaṣūtras) ; (in dram.) name of a particular part of the Pūrvaraṅga (s.v.) ; speaking to ; address ; sound"	"X"
"paryaṅka"	"20046"	"a bed ; couch ; sofa ; litter ; palanquin ; a particular mode of sitting on the ground (a squatting position assumed by ascetics and Buddhists in meditation) ; a cloth wound round the back and loins and knees while so sitting ; name of a mountain (son of Vindhya)"	"X"
"spardhya"	"103539"	"to be competed for ; desirable ; valuable"	"X"
"āstaraṇavat"	"63021"	"covered with a cloth or carpet"	"X"
"valgu"	"75011"	"handsome ; beautiful ; lovely"	"X"
"juhūṣ"	"216615"	"to wish to sacrifice"	"X"
"nairāśya"	"29227"	"hopelessness ; non-expectancy ; despair at (prati or comp.) ; a particular spell recited over weapons"	"X"
"anulomay"	"158032"	"to stroke or rub with the hair ; to send in the right direction or so as to carry off by the right channels"	"X"
"draviṇavattara"	"199132"	"very strong ; stronger"	"X"
"abhiṣecay"	"171231"	"[alchemy] ; to coronate ; to inaugurate ; to cause to be sprinkled"	"X"
"senānī"	"219565"	"leading the troops"	"X"
"śātakaumbha"	"131265"	"gold"	"X"
"māheya"	"135821"	"made of earth ; earthen"	"X"
"audumbara"	"124"	"coming from the tree Udumbara or Ficus Religiosa ; made of the wood of the Udumbara tree ; made of copper"	"X"
"kṣauma"	"135648"	"linen cloth or garment ; linseed ; the flower of flax"	"X"
"sambhāra"	"103859"	"bringing together ; collecting ; preparation ; equipment ; provision ; necessaries ; materials ; requisite ; collection of things required for any purpose (with Buddhists twofold) ; = -yajus ; property ; wealth ; fulness ; completeness ; multitude ; number ; quantity ; high degree ; excess of ; maintenance ; support ; nourishment"	"X"
"vyatiric"	"164526"	"to reach far beyond ; to leave behind ; to surpass ; to excel (acc. or abl.) ; to be separated from (abl.) ; to differ from"	"X"
"nāndī"	"33460"	"joy ; satisfaction ; pleasure ; eulogium or praise of a deity ; a kind of blessing pronounced as a prologue to a drama ; (in music) a particular measure ; a kind of vessel (?); cmp. Hindī nāṃd ; Freude ; Lust"	"X"
"apararātra"	"20960"	"the latter half of the night ; the end of the night ; the last watch"	"X"
"niṣkāsay"	"169283"	"[alchemy] ; to take out ; to pour out ; to drive away ; to expel ; to turn out"	"X"
"mākara"	"78336"	"relating or belonging to a Makara or sea-monster"	"X"
"anupāda"	"216825"	""	"X"
"vīratama"	"142101"	"a very strong or powerful man ; an eminent hero"	"X"
"phalgu"	"154138"	"reddish ; small ; weak ; insignificant ; useless"	"X"
"yathābhāva"	"73421"	"having whatever nature"	"X"
"praṇāśana"	"151328"	"causing to disappear ; removing ; destroying"	"X"
"stṛ"	"157912"	"to spread over ; to bestrew ; to cover ; to lay low ; to overthrow ; to slay (an enemy)"	"X"
"svargasad"	"119855"	"a god or one of the Blest"	"X"
"vīratara"	"142102"	"stronger ; bolder"	"X"
"oḍra"	"40077"	"name of a country (the modern Orissa) ; the inhabitants of that country ; the China rose; Hibiscus rosa-sinensis Linn."	"X"
"avacūrṇay"	"159493"	"to sprinkle or cover with meal, dust etc."	"X"
"prativāraṇa"	"139998"	"keeping or warding off ; opposing. preventing"	"X"
"kalāpin"	"12582"	"furnished with a bundle of arrows ; bearing a quiver with arrows ; spreading its tail (as a peacock)"	"X"
"udayādri"	"56515"	""	"X"
"udbhāsa"	"56840"	"radiance ; splendour"	"X"
"tviṣā"	"100494"	"light ; splendour ; name of a daughter of Marīci by Sambhūti ; name of a daughter of Dakṣa"	"X"
"pramanastara"	"216826"	""	"X"
"vyapasṛ"	"164564"	"to go asunder or in different directions ; to depart from (abl.)"	"X"
"saptasapti"	"18226"	"name of the sun"	"X"
"yatnavat"	"73220"	"making effort ; taking pains about ; strenuous ; diligent"	"X"
"unmada"	"57140"	"mad ; furious ; extravagant ; drunk ; intoxicated ; causing madness ; intoxicating"	"X"
"āmitra"	"59002"	"caused or produced by an enemy ; inimical ; odious"	"X"
"khajākā"	"135699"	"a ladle"	"X"
"parābhid"	"216827"	"to wound ; to split"	"X"
"avadru"	"216828"	"to jump down from"	"X"
"pratināga"	"151436"	""	"X"
"mṛj"	"157977"	"to wipe ; to rub ; to polish ; to adorn ; to make smooth ; to stroke ; to remove ; to destroy ; to purify"	"X"
"utpīḍay"	"160144"	"to press upwards or against ; to squeeze ; to press out of"	"X"
"apahasta"	"21233"	"striking or throwing away or off"	"X"
"jagatīpāla"	"52933"	"a king"	"X"
"saṃśubh"	"164789"	"to look beautiful ; to be radiant or splendid ; to shine equally with (instr.)"	"X"
"saṃvaraṇa"	"8095"	"the act of covering or enclosing or concealing ; closing ; shutting ; concealment ; secrecy ; a cover ; lid ; an enclosure ; sanctuary (as place of sacrifice) ; a dam ; mound"	"X"
"saṃprahan"	"216829"	"to attack ; to kill"	"X"
"avacchāday"	"159495"	"to cover over ; to overspread ; to cover ; to conceal ; to obscure ; to leave in darkness"	"X"
"sauṣṭhava"	"102015"	"excellence ; superior goodness or beauty ; extreme skilfulness ; cleverness ; a particular position of the body ; self-confidence ; a particular division of dramatic composition"	"X"
"adhara"	"7788"	"the lower lip ; the lip"	"X"
"prakāśin"	"151131"	"visible ; clear ; bright ; shining ; making visible or manifest"	"X"
"aguru"	"5690"	"the fragrant Aloe wood and tree ; Aquilaria Agallocha Roxb. ; Amyris agallocha Roxb. ; Aquilaria malaccensis Lam. ; Aquilaria ovata ; Dalbergia sissoo Roxb. ; Dalbergia latifolia Roxb. ; not a Guru"	"X"
"dhuryatara"	"216833"	""	"X"
"huṃ"	"169294"	"a kind of bīja"	"X"
"raśmīka"	"199159"	"possessing rays"	"X"
"vikūbara"	"47238"	"deprived of the shaft or pole"	"X"
"prekṣaṇīya"	"153967"	"to be seen ; visible ; looking like ; resembling ; worth seeing ; sightly ; beautiful to the view"	"X"
"aśarīrin"	"59917"	"incorporeal ; not coming from a visible body (as a voice)"	"X"
"ātithya"	"57715"	"hospitable reception ; hospitality ; the rite also called ātithyā ; guest reception"	"X"
"nirviś"	"161449"	"to enter into (acc. or loc.) ; to settle in a home ; to become a householder ; to marry ; to pay ; to render ; to offer ; to enjoy ; to delight in (acc.) ; to go out or forth ; to embellish ; to reward"	"X"
"vivāda"	"138659"	"a dispute ; quarrel ; contest ; contest at law ; legal dispute ; litigation ; lawsuit ; controversy"	"X"
"saṃkṣam"	"164869"	"to put up with ; to bear ; to endure"	"X"
"satkriyā"	"9477"	"putting in order ; preparation ; explication ; a good action ; charity ; virtue ; kind or respectful treatment ; hospitable reception ; any purificatory ceremony ; funeral ceremonies"	"X"
"ghrāṇa"	"161721"	"the nose"	"X"
"daurātmya"	"90180"	"badheartedness ; wickedness ; depravity"	"X"
"nīhāra"	"28525"	"mist ; fog ; hoar-frost ; heavy dew ; evacuation ; name of a people"	"X"
"javana"	"88418"	"speed ; velocity"	"X"
"sādi"	"17134"	"a horseman ; a charioteer ; a warrior ; wind ; a dispirited or melancholy person"	"X"
"viśoṣay"	"163618"	"to make dry ; to dry up ; to desiccate"	"X"
"duḥśoṣa"	"85047"	"difficult to be dried"	"X"
"abhirūpa"	"30865"	"corresponding with (dat.) ; conformable to ; pleasing ; handsome ; beautiful ; wise ; learned ; appropriate"	"X"
"pāṅkteya"	"216855"	"belonging to the same class"	"X"
"vimārga"	"47519"	"a wrong road ; evil course"	"X"
"tanūja"	"96225"	"a son ; name of a Sādhya"	"X"
"ambhoda"	"166933"	"Cyperus rotundus ; a cloud"	"X"
"dhanada"	"91615"	"Barringtonia Acutangula ; name of Kubera ; a Guhyaka ; name of a servant of Padmapāṇi ; name of several men ; name of a monkey ; name of a mountain ; [rel.] a class of Pitṛs"	"X"
"u"	"213150"	"[gramm.] the sound or letter u ; a particle ; [gramm.] a kṛt affix ; also ; further ; on the other hand ; indeed (anaphoric use with pronouns) ; now (expletive after kim etc.)"	"X"
"apramādin"	"21729"	"careful"	"X"
"ghanāghana"	"161108"	"an elephant in rut ; name of Indra ; a thick or rainy cloud ; mutual collision or contact"	"X"
"praskhal"	"163120"	"to stagger forwards ; to reel ; to totter ; to stumble ; to tumble"	"X"
"niyantṛka"	"216831"	"a driver"	"X"
"avadāta"	"54170"	"cleansed ; clean ; clear ; pure ; blameless ; excellent ; of white splendour ; dazzling white ; clear ; intelligible"	"X"
"himādri"	"204937"	"the Himālaya"	"X"
"indrāvaraja"	"63640"	"name of Viṣṇu or Kṛṣṇa"	"X"
"kara"	"2485"	"ray of light ; sunbeam ; hail ; royal revenue ; toll ; tax ; tribute ; duty"	"X"
"prakṛt"	"162336"	"to cut off ; to cut up ; to cut to pieces"	"X"
"kuliśa"	"2881"	"the thunderbolt of Indra ; diamond ; [min.] = vajra ; a kind of metal"	"X"
"bhāṣin"	"50025"	"saying ; speaking ; loquacious (mostly ifc.)"	"X"
